time  x      y      z      groundspeedxy  groundspeedxz  groundspeedxyz  trackanglexy  trackanglexz  trackanglexyz  airspeedxy  airspeedxz  airspeedxyz  courseanglexy  courseanglexz  courseanglexyz  driftanglexy  driftanglexz  driftanglexyz  
0.00  -0.934 0.304  -0.281 
3.43  -0.591 0.330  -0.447 0.48           0.69           0.69            -0.67         46.02         46.02          0.73        0.88        0.88         -0.44          34.22          34.22           -0.23         11.80         11.80          
3.47  -0.580 0.339  -0.463 0.44           0.57           0.63            36.90         52.02         56.04          0.66        0.75        0.80         23.73          36.87          41.00           13.17         15.15         15.04          
3.50  -0.561 0.336  -0.484 0.56           0.85           0.86            -8.47         49.42         49.65          0.81        1.03        1.04         -5.86          38.83          39.06           -2.61         10.59         10.59          
3.53  -0.546 0.337  -0.496 0.44           0.56           0.56            2.58          38.62         38.66          0.69        0.77        0.77         1.64           26.95          26.99           0.94          11.67         11.68          
3.57  -0.525 0.327  -0.516 0.72           0.90           0.94            -23.85        42.83         45.77          0.95        1.09        1.13         -17.76         33.89          36.66           -6.09         8.94          9.11           
3.60  -0.512 0.321  -0.532 0.42           0.60           0.63            -26.01        51.70         53.61          0.65        0.78        0.80         -16.29         37.17          39.10           -9.72         14.53         14.52          
3.63  -0.503 0.317  -0.552 0.31           0.67           0.68            -21.55        64.64         65.02          0.55        0.81        0.82         -11.91         48.40          48.89           -9.64         16.24         16.13          
3.67  -0.498 0.327  -0.576 0.34           0.72           0.78            63.68         78.13         79.05          0.50        0.81        0.87         37.01          60.58          62.57           26.68         17.55         16.48          
3.70  -0.504 0.338  -0.597 0.38           0.67           0.75            120.62        106.64        104.94         0.33        0.65        0.73         80.14          84.98          85.52           40.48         21.66         19.42          
3.73  -0.507 0.345  -0.621 0.23           0.71           0.74            116.68        98.32         98.00          0.25        0.72        0.75         54.24          78.16          78.62           62.45         20.16         19.38          
3.77  -0.528 0.358  -0.632 0.73           0.70           0.80            147.69        151.52        140.19         0.53        0.49        0.63         133.13         137.53         125.42          14.55         13.99         14.78          
3.80  -0.537 0.371  -0.641 0.50           0.40           0.57            125.45        135.97        120.39         0.41        0.28        0.49         95.33          97.72          94.40           30.11         38.24         25.99          
3.83  -0.547 0.394  -0.639 0.73           0.29           0.73            112.77        -166.16       112.66         0.67        0.08        0.67         92.64          -114.02        92.62           20.13         -52.14        20.04          
3.87  -0.562 0.415  -0.630 0.78           0.53           0.82            125.88        -149.97       123.71         0.66        0.34        0.72         108.13         -128.06        106.81          17.75         -21.91        16.91          
3.90  -0.570 0.435  -0.622 0.65           0.33           0.69            110.40        -133.96       109.13         0.61        0.24        0.66         87.88          -84.51         88.02           22.52         -49.45        21.11          
3.93  -0.574 0.453  -0.607 0.54           0.48           0.71            103.37        -105.27       100.16         0.54        0.48        0.71         76.77          -74.89         79.95           26.59         -30.37        20.21          
3.97  -0.586 0.475  -0.593 0.76           0.56           0.86            119.65        -131.92       115.67         0.67        0.43        0.79         100.67         -106.55        99.04           18.98         -25.37        16.63          
4.00  -0.586 0.486  -0.574 0.34           0.57           0.66            89.76         -89.85        89.88          0.42        0.62        0.71         53.71          -66.15         69.25           36.05         -23.71        20.62          
4.03  -0.593 0.508  -0.550 0.70           0.75           1.00            107.75        -106.44       102.24         0.67        0.72        0.98         86.82          -87.07         87.84           20.93         -19.37        14.40          
4.07  -0.588 0.513  -0.528 0.21           0.68           0.69            44.00         -77.34        77.61          0.42        0.77        0.79         19.83          -58.96         59.54           24.17         -18.38        18.08          
4.10  -0.587 0.529  -0.497 0.47           0.93           1.04            83.48         -86.71        87.06          0.55        0.97        1.08         56.88          -71.84         73.66           26.60         -14.87        13.40          
